"vLxvf4Rk8zCBBBZz","179.0000"
"CHUIZCTH75160806","179.0000"
"TCXYNZNA10837474","179.0000"
"JWPTUGSS20664588","179.0000"
"BSOUYNKH64835196","179.0000"
"MM000029",""
"NTP1",""
"NTP1-pink",""
"NTP1-blue",""
"NTP1-green",""
"npnp",""
"npnp-pink",""
"npnp-blue",""
"npnp-green",""
"hbEmViY1rhBgg9b5",""
"MZ1iggnXiKhtXXpt",""
"1UOQSlP7frUqO98t",""
"VbSMFtqfRRCKDgmI",""
