"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","custom_design","page_layout","options_container","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","show_on_wall","price","special_price","weight","msrp","color","status","is_recurring","visibility","enable_googlecheckout","tax_class_id","size","description","short_description","meta_keyword","custom_layout_update","cjm_imageswitcher","cjm_moreviews","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","recurring_profile"
"admin","base","Default","simple","5","vLxvf4Rk8zCBBBZz","0","Catwalk88 2013春装欧美新款品质女装衬衫翻领雪纺连衣裙(蓝色)","","","/t/2/t2qjyfxndxxxxxxxxx__1636940752.jpg","/t/2/t2qjyfxndxxxxxxxxx__1636940752.jpg","/t/2/t2qjyfxndxxxxxxxxx__1636940752.jpg","catwalk88-2013","catwalk88-2013.html","","No layout updates","Block after Info Column","","",""," ","Use config","Use config","No","No","299.0000","179.0000","134.0000","","blue","Enabled","No","Catalog, Search","Yes","None","L","<div id=""J_ItemDesc"" class=""content ke-post""><p>&nbsp;</p><table border=""0"" style=""width: 750.0px;""><tbody><tr><td><img src=""http://img04.taobaocdn.com/imgextra/i4/1636940752/T2z2vCXglaXXXXXXXX_!!1636940752.png""></td></tr></tbody></table><table cellspacing=""0"" cellpadding=""0"" border=""1"" style=""width: 750.0px;""><tbody><tr><td valign=""top"" align=""left"" rowspan=""6""><img src=""http://img02.taobaocdn.com/imgextra/i2/1636940752/T2YLLEXe0aXXXXXXXX_!!1636940752.jpg""><br></td><td valign=""top"" align=""left""><img src=""http://img03.taobaocdn.com/imgextra/i3/1636940752/T2mcJ0Xn8dXXXXXXXX_!!1636940752.jpg""></td></tr><tr><td valign=""top"" align=""left""><p><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;""><strong>面料：95%</strong></span></span><strong><span style=""background-color: #f6f6f6;color: #666666;font-family: tahoma arial 宋体;font-size: 12.0px;line-height: 18.0px;white-space: nowrap;"">聚酯纤维</span></strong></p></td></tr><tr><td valign=""top"" align=""left""><img src=""http://img03.taobaocdn.com/imgextra/i3/1636940752/T2P_TCXopXXXXXXXXX_!!1636940752.jpg""></td></tr><tr><td valign=""top"" align=""left""><img src=""http://img03.taobaocdn.com/imgextra/i3/1636940752/T2qpHmXcBbXXXXXXXX_!!1636940752.jpg""></td></tr><tr><td valign=""top"" align=""left""><img src=""http://img04.taobaocdn.com/imgextra/i4/1636940752/T2CIGNXb4bXXXXXXXX_!!1636940752.jpg""></td></tr><tr><td valign=""top"" align=""left"" rowspan=""2""><p><img src=""http://img04.taobaocdn.com/imgextra/i4/1636940752/T2mMHDXgFXXXXXXXXX_!!1636940752.jpg""></p></td></tr><tr><td valign=""top"" align=""left"" rowspan=""2""><p><img src=""http://img02.taobaocdn.com/imgextra/i2/1636940752/T2yWjDXk8XXXXXXXXX_!!1636940752.jpg""></p><p>&nbsp;非常修身的一款连衣裙，简单的圆领和中袖设计，大方自然，中腰收腰设计，很好的显示身段。两款颜色可供选择，穿出不同的味道。<span style=""color: #ff0000;""><span style=""font-size: 14.0px;""></span></span></p></td></tr><tr><td valign=""top"" align=""left""><img align=""absmiddle"" src=""http://img02.taobaocdn.com/imgextra/i2/1636940752/T2RjiFXa0cXXXXXXXX_!!1636940752.png""><br></td></tr></tbody></table><p>&nbsp;</p><p><img src=""http://img03.taobaocdn.com/imgextra/i3/1636940752/T2QJYFXndXXXXXXXXX_!!1636940752.jpg""><img src=""http://img04.taobaocdn.com/imgextra/i4/1636940752/T2Z5TEXXxaXXXXXXXX_!!1636940752.jpg""><img src=""http://img01.taobaocdn.com/imgextra/i1/1636940752/T2p6vFXbVXXXXXXXXX_!!1636940752.jpg""></p><p><img align=""middle"" src=""http://img03.taobaocdn.com/imgextra/i3/1636940752/T2mXHFXiXaXXXXXXXX_!!1636940752.jpg""></p><p>&nbsp;<img align=""absmiddle"" data-ks-lazyload=""http://img02.taobaocdn.com/imgextra/i2/1636940752/T26GbyXmXaXXXXXXXX_!!1636940752.jpg"" src=""http://img03.taobaocdn.com/tps/i3/T1BYd_XwFcXXb9RTPq-90-90.png""><img align=""absmiddle"" data-ks-lazyload=""http://img03.taobaocdn.com/imgextra/i3/1636940752/T2DnuFXb4cXXXXXXXX_!!1636940752.jpg"" src=""http://img03.taobaocdn.com/tps/i3/T1BYd_XwFcXXb9RTPq-90-90.png""><img align=""absmiddle"" data-ks-lazyload=""http://img03.taobaocdn.com/imgextra/i3/1636940752/T26bYAXktaXXXXXXXX_!!1636940752.jpg"" src=""http://img03.taobaocdn.com/tps/i3/T1BYd_XwFcXXb9RTPq-90-90.png""></p><table width=""750"" height=""152"" cellpadding=""0"" border=""0""><tbody><tr><td valign=""center"" height=""23"" align=""center"" bgcolor=""#ff6771""><span style=""color: #ffffff;""><span style=""font-size: 18.0px;""><span style=""font-family: microsoft yahei;"">上装</span></span></span></td><td valign=""center"" align=""center"" bgcolor=""#00b0ac"" colspan=""6""><span style=""color: #ffffff;""><span style=""font-size: 18.0px;""><span style=""font-family: microsoft yahei;""><span><span><span>产品尺码表 单位:CM</span></span></span></span></span></span></td></tr><tr><td width=""134"" valign=""center"" height=""34"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">商品尺码</span></span></span></td><td width=""117"" valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">衣长</span></span></span></td><td width=""100"" valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">肩宽</span></span></span></td><td width=""95"" valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">胸围</span></span></span></td><td width=""95"" valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">领宽</span></span></span></td><td width=""119"" valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">袖长</span></span></span></td><td width=""124"" valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">下摆围</span></span></span></td></tr><tr><td valign=""center"" height=""28"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">S</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">85</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">36</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">78</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">16</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">39</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">159</span></span></span></td></tr><tr><td valign=""center"" height=""28"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">M</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">86.5</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">37</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">82</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">16.5</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">40</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">163</span></span></span></td></tr><tr><td valign=""center"" height=""27"" align=""center""><p><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">L</span></span></span></p></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">88.5</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">38</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">86</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">17</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">41</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">167</span></span></span></td></tr></tbody></table><p>&nbsp;</p><p><img data-ks-lazyload=""http://img04.taobaocdn.com/imgextra/i4/1636940752/T2U8_zXfXXXXXXXXXX_!!1636940752.jpg?d2d21679dd1fbda3e9f717a0e646b414"" src=""http://img03.taobaocdn.com/tps/i3/T1BYd_XwFcXXb9RTPq-90-90.png""><img data-ks-lazyload=""http://img04.taobaocdn.com/imgextra/i4/1636940752/T24IYAXb0XXXXXXXXX_!!1636940752.jpg?ffc5400a128e96829d8589c5c2abcfe4"" src=""http://img03.taobaocdn.com/tps/i3/T1BYd_XwFcXXb9RTPq-90-90.png""></p><p>&nbsp;</p></div>","Catwalk88 2013春装欧美新款品质女装衬衫翻领雪纺连衣裙Catwalk88 2013春装欧美新款品质女装衬衫翻领雪纺连衣裙","","","N;","N;","2013-04-01 00:00:00","2013-04-27 00:00:00","2013-04-01 00:00:00","2013-04-25 00:00:00","","","1000.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Catwalk88 2013春装欧美新款品质女装衬衫翻领雪纺连衣裙(蓝色)","0","simple","","",""
"admin","base","Default","simple","5","CHUIZCTH75160806","0","Catwalk88 2013春装欧美新款品质女装衬衫翻领雪纺连衣裙(黑色)","","","/t/1/t13wb3xd0bxxxxxxxx__0-item_pic.jpg","/t/1/t13wb3xd0bxxxxxxxx__0-item_pic.jpg","/t/1/t13wb3xd0bxxxxxxxx__0-item_pic.jpg","catwalk88-2013","catwalk88-2017.html","","No layout updates","Block after Info Column","","",""," ","Use config","Use config","No","No","299.0000","179.0000","134.0000","","black","Enabled","No","Catalog, Search","Yes","None","M","<div id=""J_ItemDesc"" class=""content ke-post""><p>&nbsp;</p><table border=""0"" style=""width: 750.0px;""><tbody><tr><td><img src=""http://img04.taobaocdn.com/imgextra/i4/1636940752/T2z2vCXglaXXXXXXXX_!!1636940752.png""></td></tr></tbody></table><table cellspacing=""0"" cellpadding=""0"" border=""1"" style=""width: 750.0px;""><tbody><tr><td valign=""top"" align=""left"" rowspan=""6""><img src=""http://img02.taobaocdn.com/imgextra/i2/1636940752/T2AALFXetXXXXXXXXX_!!1636940752.jpg""></td><td valign=""top"" align=""left""><img src=""http://img03.taobaocdn.com/imgextra/i3/1636940752/T2mcJ0Xn8dXXXXXXXX_!!1636940752.jpg""></td></tr><tr><td valign=""top"" align=""left""><p><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;""><strong>面料：<span style=""widows: 2;text-transform: none;background-color: #ffffff;text-indent: 0.0px;display: inline;font: 14.0px 20.0px helvetica neue helvetica arial sans-serif;white-space: normal;orphans: 2;float: none;letter-spacing: normal;color: #333333;word-spacing: 0.0px;"">100% 聚酯纤维&nbsp;&nbsp;</span></strong></span></span><span style=""font-family: microsoft yahei;""><span style=""color: #ff0000;""></span></span></p></td></tr><tr><td valign=""top"" align=""left""><img src=""http://img03.taobaocdn.com/imgextra/i3/1636940752/T2P_TCXopXXXXXXXXX_!!1636940752.jpg""></td></tr><tr><td valign=""top"" align=""left""><img src=""http://img03.taobaocdn.com/imgextra/i3/1636940752/T2qpHmXcBbXXXXXXXX_!!1636940752.jpg""></td></tr><tr><td valign=""top"" align=""left""><img src=""http://img04.taobaocdn.com/imgextra/i4/1636940752/T2CIGNXb4bXXXXXXXX_!!1636940752.jpg""></td></tr><tr><td valign=""top"" align=""left"" rowspan=""2""><p><img src=""http://img04.taobaocdn.com/imgextra/i4/1636940752/T2mMHDXgFXXXXXXXXX_!!1636940752.jpg""></p></td></tr><tr><td valign=""top"" align=""left"" rowspan=""2""><img src=""http://img02.taobaocdn.com/imgextra/i2/1636940752/T2yWjDXk8XXXXXXXXX_!!1636940752.jpg""><span style=""color: #ff0000;""><span style=""font-size: 14.0px;""></span></span></td></tr><tr><td valign=""top"" align=""left""><img src=""http://img01.taobaocdn.com/imgextra/i1/1636940752/T2UnW3XhVbXXXXXXXX_!!1636940752.jpg""></td></tr></tbody></table><p><img src=""http://img02.taobaocdn.com/imgextra/i2/1636940752/T26MnFXbtXXXXXXXXX_!!1636940752.jpg""><img src=""http://img02.taobaocdn.com/imgextra/i2/1636940752/T2oV8RXd4eXXXXXXXX_!!1636940752.jpg""><img src=""http://img01.taobaocdn.com/imgextra/i1/1636940752/T2KtLFXnBXXXXXXXXX_!!1636940752.jpg""><img src=""http://img02.taobaocdn.com/imgextra/i2/1636940752/T21.6EXX8aXXXXXXXX_!!1636940752.jpg""><img align=""absmiddle"" src=""http://img02.taobaocdn.com/imgextra/i2/1636940752/T2_avzXflaXXXXXXXX_!!1636940752.jpg""></p><p>&nbsp;</p><table width=""750"" height=""152"" cellpadding=""0"" border=""0""><tbody><tr><td valign=""center"" height=""23"" align=""center"" bgcolor=""#ff6771""><span style=""color: #ffffff;""><span style=""font-size: 18.0px;""><span style=""font-family: microsoft yahei;"">上装</span></span></span></td><td valign=""center"" align=""center"" bgcolor=""#00b0ac"" colspan=""6""><span style=""color: #ffffff;""><span style=""font-size: 18.0px;""><span style=""font-family: microsoft yahei;""><span><span><span>产品尺码表 单位:CM</span></span></span></span></span></span></td></tr><tr><td width=""134"" valign=""center"" height=""34"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">商品尺码</span></span></span></td><td width=""117"" valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">衣长</span></span></span></td><td width=""100"" valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">肩宽</span></span></span></td><td width=""95"" valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">胸围</span></span></span></td><td width=""95"" valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">领宽</span></span></span></td><td width=""119"" valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">袖长</span></span></span></td><td width=""124"" valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">下摆围</span></span></span></td></tr><tr><td valign=""center"" height=""28"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">S</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">57</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">42</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">90</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">90</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">60</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">72</span></span></span></td></tr><tr><td valign=""center"" height=""28"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">M</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">58</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">42</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">94</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">94</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">61</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">74</span></span></span></td></tr><tr><td valign=""center"" height=""27"" align=""center""><p><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">L</span></span></span></p></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">59</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">43</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">98</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">98</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">62</span></span></span></td><td valign=""center"" align=""center""><span style=""color: #666666;""><span style=""font-size: 14.0px;""><span style=""font-family: microsoft yahei;"">74</span></span></span></td></tr></tbody></table><p>&nbsp;</p><p><img src=""http://img04.taobaocdn.com/imgextra/i4/1636940752/T2U8_zXfXXXXXXXXXX_!!1636940752.jpg?d2d21679dd1fbda3e9f717a0e646b414""><img src=""http://img04.taobaocdn.com/imgextra/i4/1636940752/T24IYAXb0XXXXXXXXX_!!1636940752.jpg?ffc5400a128e96829d8589c5c2abcfe4""></p></div>","Catwalk88 2013春装欧美新款品质女装衬衫翻领雪纺连衣裙Catwalk88 2013春装欧美新款品质女装衬衫翻领雪纺连衣裙","","","N;","N;","2013-04-01 00:00:00","2013-04-27 00:00:00","2013-04-01 00:00:00","2013-04-25 00:00:00","","","998.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Catwalk88 2013春装欧美新款品质女装衬衫翻领雪纺连衣裙(黑色)","0","simple","","",""
