store,websites,attribute_set,type,sku,name,image,small_image,thumbnail,gallery
admin,base,Default,configurable,JEKL000093,Leather Look Tank Top,/new_bottoms/MM000010-02.jpg,/new_bottoms/MM000010-02.jpg,/new_bottoms/MM000010-02.jpg,/new_bottoms/MM000010-03.jpg;/new_bottoms/MM000010-04.jpg
