store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,price,special_price,msrp,color,status,visibility,enable_googlecheckout,tax_class_id,size,description,short_description,meta_keyword,custom_layout_update,cjm_imageswitcher,cjm_moreviews,text_description,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Default,configurable,"34,47,77",JEKL000093,1,Leather Look Tank Top,,,/new_bottoms/MM000010-04.jpg,/new_bottoms/MM000010-02.jpg,/new_bottoms/MM000010-03.jpg,leather-look-tank-top,leather-look-tank-top-1045.html,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,24.99,,,,Enabled,"Catalog, Search",Yes,None,,Leather Look Tank Top,Leather Look Tank Top,,,a:3:{i:7412;s:0:"";i:7413;s:0:"";i:7414;s:0:"";},a:3:{i:7412;s:0:"";i:7413;s:0:"";i:7414;s:0:"";},,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Leather Look Tank Top,0,configurable,,
